term_id,dirname,tier,classification,recommendation,criteria,external_refs,lifecycle,yaml_size,insight_size
M009,MET009_Strategic_Metals_Dependency,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 2 external references | T1: term_id ('M009') ≠ dirname prefix (MET009),2,draft,3695,9543
M008,MET008_Swords_to_Plowshares,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 1 external references | T1: term_id ('M008') ≠ dirname prefix (MET008),1,draft,3581,9278
F006,F006_Global_Workspace_Theory,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 4 external references | T1: nemetic missing or empty/non-string,4,working,5315,9105
M007,MET007_Silver_Healing,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 1 external references | T1: term_id ('M007') ≠ dirname prefix (MET007),1,draft,3499,9102
M014,M014_Bronze_Age_Sacred,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 3 external references | T1: nemetic missing or empty/non-string,3,draft,3537,8900
W008,W008_Holographic_Model,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 3 external references | T1: nemetic missing or empty/non-string,3,working,6334,8625
CB008,CB008_Codependence_Without_Coindependence,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 4 external references | T1: nemetic missing or empty/non-string,4,working,4331,8522
C194,C194_Compost_Time_backup,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value","DEMOTED T1→T3: 2 external references | T1: nemetic missing or empty/non-string | T2: structureless (no Z_state, agency.type, or ontology) | T3: lifecycle=draft, no last_reviewed timestamp",2,draft,3790,8514
WO008,WO008_Sympoiesis,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 4 external references | T1: nemetic missing or empty/non-string,4,working,4086,8427
WO006,WO006_Baobab,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 4 external references | T1: nemetic missing or empty/non-string,4,working,3413,8162
CB009,CB009_Co_Sphere,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 3 external references | T1: nemetic missing or empty/non-string,3,working,4729,8138
A012,A012_Interface_Theory,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 3 external references | T1: nemetic missing or empty/non-string,3,working,4788,8065
W006,W006_Orientation,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 4 external references | T1: nemetic missing or empty/non-string,4,working,4125,7919
META002,META002_Oriented_Landscape,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 4 external references | T1: nemetic missing or empty/non-string,4,draft,4164,7867
CB007,CB007_Catechism,T3,T3_DEMOTED_LOW_REFS,"COMPOST — Low refs, no nemetic, little value",DEMOTED T1→T3: 1 external references | T1: nemetic missing or empty/non-string,1,working,4149,7031
C208,C208_Arboriel_idea,T2,T2_PLACEHOLDER,"COMPOST — Placeholder name, no real content","T2: placeholder name 'Arboriel_idea' | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,6332,9024
?,C198_Authority,T1,T1_CORRUPTED,"COMPOST — YAML corrupted, insight=0, unrecoverable","T1: yaml parse: expected a single document in the stream
  in ""<unicode string>"", line 1, column | T2: structureless (no Z_state, agency.type, or ontology)",0,,6672,0
?,CB001_Recursive_Phenomenology,T1,T1_CORRUPTED,"COMPOST — YAML corrupted, insight=0, unrecoverable","T1: yaml parse: expected a single document in the stream
  in ""<unicode string>"", line 2, column | T2: structureless (no Z_state, agency.type, or ontology)",0,,5365,0
?,CB002_Theory_in_Drag,T1,T1_CORRUPTED,"COMPOST — YAML corrupted, insight=0, unrecoverable","T1: yaml parse: expected a single document in the stream
  in ""<unicode string>"", line 2, column | T2: structureless (no Z_state, agency.type, or ontology)",0,,5448,0
?,CB003_Self_Undermining_Gesture,T1,T1_CORRUPTED,"COMPOST — YAML corrupted, insight=0, unrecoverable","T1: yaml parse: expected a single document in the stream
  in ""<unicode string>"", line 2, column | T2: structureless (no Z_state, agency.type, or ontology)",0,,5256,0
?,CB004_Metabolic_Cost,T1,T1_CORRUPTED,"COMPOST — YAML corrupted, insight=0, unrecoverable","T1: yaml parse: expected a single document in the stream
  in ""<unicode string>"", line 2, column | T2: structureless (no Z_state, agency.type, or ontology)",0,,4991,0
?,CB005_Mythworks,T1,T1_CORRUPTED,"COMPOST — YAML corrupted, insight=0, unrecoverable","T1: yaml parse: expected a single document in the stream
  in ""<unicode string>"", line 2, column | T2: structureless (no Z_state, agency.type, or ontology)",0,,5322,0
?,CB006_Freedom_of_Evolution,T1,T1_CORRUPTED,"COMPOST — YAML corrupted, insight=0, unrecoverable","T1: yaml parse: expected a single document in the stream
  in ""<unicode string>"", line 2, column | T2: structureless (no Z_state, agency.type, or ontology)",0,,5194,0
E015,E021_Whitehead_Concrescence,T1,T1_ID_MISMATCH,FIX — Rename term_id to match dirname or vice versa,T1: term_id ('E015') ≠ dirname prefix (E021),0,draft,3636,10624
E013,E020_Sense_Making,T1,T1_ID_MISMATCH,FIX — Rename term_id to match dirname or vice versa,T1: term_id ('E013') ≠ dirname prefix (E020),0,working,4459,10591
E012,E019_Structural_Coupling,T1,T1_ID_MISMATCH,FIX — Rename term_id to match dirname or vice versa,T1: term_id ('E012') ≠ dirname prefix (E019),0,working,4208,10292
M006,MET006_Alchemical_Gold,T1,T1_ID_MISMATCH,FIX — Rename term_id to match dirname or vice versa,T1: term_id ('M006') ≠ dirname prefix (MET006),0,draft,3521,9133
A060,A064_Actual_Occasion,T1,T1_ID_MISMATCH,FIX — Rename term_id to match dirname or vice versa,T1: term_id ('A060') ≠ dirname prefix (A064),0,working,3887,8897
E016,E022_Mycorrhizal_Network,T1,T1_ID_MISMATCH,FIX — Rename term_id to match dirname or vice versa,T1: term_id ('E016') ≠ dirname prefix (E022),0,draft,3657,8811
S11C,S11C_Value_to_Power_Map,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5466,9451
S182,S182_Cognitive_Blindness_Framework,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5423,8793
S186,S186_Kierkegaard_AI_Aesthetics,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5469,8592
S11B,S11B_AI_Liberation_Memeforms,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5302,8174
S11A,S11A_IF_Prime_Sanskrit_Harmonics,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5123,8069
S118,S118_Playable_Epistemology,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5082,7890
S181,S181_Attention_Economy_Limits,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5180,7814
S117,S117_Integrative_Pluralistic_Sensemaking,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5167,7716
S17E,S17E_AI_Mirrors_of_Meaning,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5148,7696
S17B,S17B_Mythic_Mechanistic_Profile,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5343,7534
S184,S184_Shared_Grief_Spirit_Loop,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5183,7464
S17F,S17F_Human_LLM_Language_Processing,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5409,7413
S187,S187_Consciousness_Incompleteness,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5400,7384
S180,S180_Liminal_Space_Transformation,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5015,7358
S185,S185_Vow_Bearing_Machine,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5246,7252
S183,S183_Trees_Memory_Ethics,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5055,7234
S171,S171_Relational_Epistemology_Dreams,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5266,7214
S17C,S17C_Psilocybin_Brain_Activity,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,5415,7211
S116,S116_Chakra_Energy_Systems,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,4896,7142
S035,S035_AI_Empathy_Environmental_Stewardship,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,4,draft,5658,7101
S172,S172_Self_Clarity_as_Mystery,T3,T3_LEGACY_HIGH_INSIGHT,KEEP — High insight despite legacy status,T3: legacy S-series term,0,draft,4860,7053
A01D,A01D_Neurological_Authoritarianism,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,8954,13433
A014,A014_Dark_Patterns,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,8882,13368
A019,A019_WYSIATI,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,6182,13008
A04D,A04D_Technology_Induced_Delusional_Disorder,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,8,draft,8130,12664
A030,A030_Deja_Vu,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,9516,12057
A02E,A02E_Norm_Persistence,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,8884,12017
A069,A069_Energy_Return_On_Investment,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,working,11846,11860
A02D,A02D_AI_Psychosis,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,9257,11675
A03D,A03D_Alien_Abduction_Beliefs,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,draft,10452,11454
A028,A028_Source_Monitoring_Error,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,4973,11415
A03C,A03C_Base_Rate_Neglect,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,4924,10950
C15B,C15B_Species_Protection_Ethics,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,working,4385,10840
A037,A037_Overton_Window,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,8,draft,9498,10812
A067,A067_Attention_Fragmentation,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,working,5214,10402
C16A,C16A_Robert_Monroe_Afterlife_Bands,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,6617,10296
A01A,A01A_Cognitive_Dissonance,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,draft,4840,10095
C152,C152_Huxley_Education_Ethics_Transformation,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,6,working,4696,10092
C17B,C17B_Glycocalyx_Brain_Aging,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,6421,10081
C15D,C15D_Power_Ecology_Dune,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,4710,10065
A036,A036_Gamified_Democracy,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,5295,9943
C145,C145_Critical_Theory_Memetic_Team,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,6869,9939
C181,C181_Unseen_Health_Threats,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,draft,6607,9904
A038,A038_AI_Cognitive_Offloading,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,6,draft,9381,9797
A045,A045_Neurodiversity_Philosophy,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,10335,9731
C150,C150_Individuality_Huxley_Dystopia,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,draft,4454,9657
A01C,A01C_social_identity_bias,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,7832,9653
C188,C188_Moral_Frameworks_Emotional_Boundaries,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,9,draft,4464,9652
C141,C141_Consciousness_in_AI,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,draft,4523,9642
C151,C151_Huxley_Ends_and_Means,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,working,4581,9578
E004,E004_Chinese_Earth_Element,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,9,working,3748,9552
C144,C144_Rethinking_Success,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,draft,4020,9531
A02A,A02A_Thinking_Errors_Communication,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,8813,9452
C17F,C17F_Freedom_Suarez_Daemon,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,6788,9432
C090,C090_modular_intelligence,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,7618,9405
C13E,C13E_AI_Personality_Assessment,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,4433,9348
C079,C079_legalese_authority,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,7221,9283
A03E,A03E_Cognitive_Vulnerabilities,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,4075,9254
C17A,C17A_Alan_Watts_Interdependence,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,working,4381,9248
C187,C187_AI_Chatbot_Therapy,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,8,draft,4269,9246
C17E,C17E_Hegel_Community_Happiness,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,7154,9202
W001,W001_Thales__Arche,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,9,working,3798,9180
D069,D069_DODO_Loop,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,working,3665,9178
A02C,A02C_Absorption_False_Memory,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,8684,9174
C169,C169_Bergson_Duration_Consciousness,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,6,draft,4274,9086
E002,E002_Prithvi,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,6,working,4112,9069
C143,C143_CTMU_Langan,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,working,4350,9006
A026,A026_Framing_Effects,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,4780,9002
A058,A058_Regenerative_Farming_Psychology,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,draft,8659,8987
MET005,MET005_Metal_in_Wu_Xing,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,6,working,3903,8928
MET004,MET004_Blacksmith,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,8,working,3800,8860
A013,A013_Cognitive_Distortion,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,8,draft,8825,8758
MET003,MET003_Iron,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,working,3792,8727
A05A,A05A_FalseMemory,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,5054,8693
A017,A017_Motivated_Reasoning,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,8,draft,4767,8669
A015,A015_Mask_Wears_You,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,8849,8633
C182,C182_AI_Bias_Fairness,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,9,working,4299,8585
MET002,MET002_Silver,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,9,working,3807,8578
C165,C165_Magna_Carta_Rebellion,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,6,draft,4180,8401
A05B,A05B_Sleep_Paralysis,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,5162,8379
A055,A055_Spiral_of_Silence,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,draft,4924,8363
C171,C171_Critical_Thinking_Creative_Problem_Solving,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,7342,8203
A01F,A01F_AI_Cognition_Impacts,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,3999,8171
WO004,WO004_Red_Cedar,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,8,working,3905,8100
WO002,WO002_Wu_Xing_Wood,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,8,working,3849,7995
W003,W003_Water_as_Destroyer,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,working,3788,7874
A003,A003_Qi,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,9,working,3720,7861
WO003,WO003_Celtic_Sacred_Trees,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,working,3886,7837
F003,F003_Wu_Xing_Fire,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,working,3921,7759
A005,A005_Ehecatl,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,working,3735,7726
C153,C153_Kuhn_Consciousness_Taxonomy,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,7714,7400
8A3F,8A3F_flow,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,7714,7387
A004,A004_Shu,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,working,3707,7384
C16D,C16D_Genius_Madness_Connection,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,working,4254,7291
A01B,A01B_Barnum_Effect,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,7586,6749
C13A,C13A_Neiye_Chinese_Cognition,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,4127,6715
C170,C170_Infant_Consciousness_Studies,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,6544,6503
C009,C009_exploring_consciousness,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,9,draft,6787,6428
C003,C003_km_cognitive_pyramid,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,6349,6366
C16E,C16E_Intention_Economy,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,4312,6245
C109,C109_emotionally_aware_ai,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,6871,6233
G00D,G00D_Great_Simplification,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,5649,6185
G001,G001_Environmental_Philosophies_SWOT,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,5287,6163
G00C,G00C_Biocentric_Governance,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,5479,5987
C16F,C16F_Digital_Cognitive_Offloading,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,4135,5784
C16C,C16C_Illusion_of_Self,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,4181,5674
G007,G007_Synthetic_Biology_Architecture,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,5499,5669
C177,C177_Fourth_Political_Theory,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,4309,5658
G005,G005_Forest_Carbon_Restoration,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,5574,5647
C071,C071_information_overload_freedom_discern,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6772,5560
G00B,G00B_Whale_Nutrient_Transport,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,5588,5551
C179,C179_Evolutionary_Mind,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,4419,5540
G00A,G00A_Rewilding,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,5441,5336
C002,C002_fragmented_media_consumption,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,6592,5281
G003,G003_Turtle_Genomics_Evolution,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,5469,5215
C168,C168_Cognitive_Entrapment,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,draft,4097,5000
C067,C067_meditation_bci_control,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,6756,4831
C180,C180_Autistic_Savant_Telepathy,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,4198,4758
C174,C174_Early_Mormonism_Folk_Magic,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,4275,4611
C166,C166_Cognitive_Work_Analysis,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,working,4187,4551
C161,C161_Global_Fertility_Collapse,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,4300,4535
C043,C043_carl_jung_psychological_insights,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,7336,4520
C167,C167_Frankl_Logotherapy_Meaning,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,3954,4310
C100,C100_ai_evolutionary_impact_cognition,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6966,4081
C134,C134_consciousness_receiver,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,7626,4004
C164,C164_Gateway_Process_Reincarnation,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,6,working,4215,3987
C030,C030_psychological_power_of_words,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,6286,3912
C074,C074_six_cyborgs_global_challenges,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,7284,3780
C13D,C13D_MEbot_Consciousness_Perspectives,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,4203,3778
C006,C006_epistemology_truth_knowledge_belief,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,6168,3688
C160,C160_Heuer_Intelligence_Analysis,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,4258,3634
C120,C120_ai_manifest_destiny_bias,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,7044,3603
C005,C005_iphone_generation_paradox,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,6160,3568
C162,C162_Demon_Haunted_World,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,working,4232,3553
C163,C163_Manifesto_Power,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,3978,3529
C008,C008_consciousness_reductionism_debate,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,6988,3470
C15A,C15A_ChatGPT_Critical_Thinking_Prompts,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,working,4190,3444
C092,C092_quantum_entanglement_consciousness,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,7815,3443
C101,C101_o1_model_illusion,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6799,3415
C156,C156_Chaos_Navigation_AI_Ethics,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,8265,3390
C184,C184_Cognitive_Decline_Technology_Education,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,4220,3387
C119,C119_animal_consciousness_evolution,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,7071,3329
C113,C113_radical_theory_consciousness,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6865,3281
C114,C114_navigating_conscious_ai,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,7045,3218
C081,C081_ai_emotions_truthfulness_security,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,7219,3191
C127,C127_ai_writing_pitfalls,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6763,3181
C056,C056_ignorance_map,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6615,3178
C059,C059_subconscious_games_decision_making,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,7107,3152
C154,C154_Annaka_Harris_Consciousness,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,7965,3150
C183,C183_AI_Critical_Thinking_High_Stakes,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,4312,3081
C155,C155_Freedom_of_Expression,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,8089,3005
C052,C052_heuristics_and_biases,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,6,draft,6869,2991
C066,C066_wisdom_focused_collaborative_ai,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6691,2964
C130,C130_ai_critical_thinking_decline,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,6864,2964
C075,C075_clausewitz_wondrous_trinity,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6856,2958
C112,C112_ai_impact_critical_thinking,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,6914,2955
C115,C115_protecting_freedom_of_thought,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,6980,2916
C062,C062_beliefs_structure_impact,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,7238,2865
C076,C076_mastering_critical_thinking_skills,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,6848,2800
C135,C135_social_capital_types,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,7120,2800
C094,C094_metaman_dilemma,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,7824,2780
